query_id,NDCG@3,Recall@3,Precision@3,NDCG@5,Recall@5,Precision@5,NDCG@10,Recall@10,Precision@10,NDCG@100,Recall@100,Precision@100,MAP,MRR
PLAIN-2,0.7653606369886217,0.08333333333333333,0.6666666666666666,0.830419897363192,0.16666666666666666,0.8,0.8115558478722846,0.2916666666666667,0.8,0.6191859866394364,0.5416666666666666,0.14,0.373872946563164,1.0
PLAIN-12,0.23463936301137822,0.03333333333333333,0.3333333333333333,0.16958010263680806,0.03333333333333333,0.2,0.11004588314904008,0.03333333333333333,0.1,0.1954264487141022,0.26666666666666666,0.08,0.034711642342073676,0.3333333333333333
PLAIN-23,1.0,0.03333333333333333,1.0,0.8687949224876582,0.044444444444444446,0.8,0.5637884576902256,0.044444444444444446,0.4,0.1450739431162981,0.05555555555555555,0.05,0.04841269841269841,1.0
PLAIN-33,0.46927872602275644,0.03125,0.3333333333333333,0.4703652827859579,0.0625,0.4,0.4409203293308675,0.125,0.4,0.2873995055928507,0.1875,0.07,0.1056210078728461,1.0
PLAIN-44,0.0,0.0,0.0,0.0,0.0,0.0,0.06625422345438903,0.017241379310344827,0.1,0.18917857728664655,0.20689655172413793,0.13,0.04186527040561123,0.1111111111111111
PLAIN-56,1.0,0.04,1.0,1.0,0.08,1.0,0.866947989864271,0.14,0.8,0.46864945294792315,0.3,0.18,0.25799193604200255,1.0
PLAIN-68,0.46927872602275644,0.01818181818181818,0.3333333333333333,0.3391602052736161,0.01818181818181818,0.2,0.2934556883974402,0.03636363636363636,0.2,0.2898256686252102,0.21818181818181817,0.16,0.07730582584903971,1.0
PLAIN-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07998520982287725,0.11290322580645161,0.07,0.00737231176083003,0.022222222222222223
PLAIN-91,1.0,0.03125,1.0,0.7227265726449519,0.03125,0.6,0.6207622843987103,0.0625,0.5,0.3778422792378947,0.234375,0.2,0.1500732461067108,1.0
PLAIN-102,0.2960819109658652,0.041666666666666664,0.3333333333333333,0.21398626473452756,0.041666666666666664,0.2,0.2051166673279436,0.08333333333333333,0.2,0.15806894500009383,0.16666666666666666,0.04,0.03389413898434517,0.5
PLAIN-112,1.0,0.05357142857142857,1.0,1.0,0.07142857142857142,1.0,0.727329844310522,0.08928571428571429,0.6,0.23709567023800904,0.08928571428571429,0.06,0.10714285714285714,1.0
PLAIN-123,0.46927872602275644,0.0196078431372549,0.3333333333333333,0.3391602052736161,0.0196078431372549,0.2,0.3679212572135327,0.058823529411764705,0.3,0.2308317776120323,0.1568627450980392,0.09,0.06716178449989622,1.0
PLAIN-133,0.0,0.0,0.0,0.0,0.0,0.0,0.06943122193677727,0.027777777777777776,0.1,0.10033869902253083,0.1111111111111111,0.05,0.011202174744457416,0.125
PLAIN-143,1.0,0.058823529411764705,1.0,0.8539316501572937,0.058823529411764705,0.8,0.7573821447149967,0.11764705882352941,0.7,0.527541366091672,0.45098039215686275,0.25,0.2594066996932359,1.0
PLAIN-153,1.0,0.06382978723404255,1.0,1.0,0.10638297872340426,1.0,1.0,0.1702127659574468,1.0,0.6810291840964069,0.44680851063829785,0.28,0.5026874868788868,1.0
PLAIN-165,0.7039180890341347,0.05555555555555555,0.6666666666666666,0.7860137352654724,0.1111111111111111,0.8,0.5884674004369673,0.1388888888888889,0.5,0.3807294623260702,0.3055555555555556,0.11,0.16480820105820107,1.0
PLAIN-175,1.0,0.05405405405405406,1.0,0.7227265726449519,0.05405405405405406,0.6,0.5473983622993502,0.08108108108108109,0.4,0.2661998403761285,0.10810810810810811,0.06,0.1027755696873344,1.0
PLAIN-186,0.2960819109658652,0.041666666666666664,0.3333333333333333,0.21398626473452756,0.041666666666666664,0.2,0.13886244387355454,0.041666666666666664,0.1,0.10027516318037412,0.08333333333333333,0.02,0.022041062801932368,0.5
PLAIN-196,1.0,0.028985507246376812,1.0,0.8687949224876582,0.043478260869565216,0.8,0.5637884576902256,0.043478260869565216,0.4,0.15904567639682032,0.043478260869565216,0.04,0.057971014492753624,1.0
PLAIN-207,0.7039180890341347,0.03636363636363636,0.6666666666666666,0.7860137352654724,0.07272727272727272,0.8,0.716485063693381,0.10909090909090909,0.7,0.38195783574976255,0.2727272727272727,0.17,0.1675043516435532,1.0
PLAIN-217,0.0,0.0,0.0,0.14606834984270645,0.027777777777777776,0.2,0.22784037450527975,0.08333333333333333,0.3,0.2113011253850433,0.25,0.09,0.05005945496459554,0.25
PLAIN-227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032876468402555904,0.037037037037037035,0.02,0.0023063356396689732,0.07692307692307693
PLAIN-248,0.0,0.0,0.0,0.0,0.0,0.0,0.1478294909154526,0.06451612903225806,0.2,0.2799742560934859,0.3225806451612903,0.11,0.08785257794724835,0.16666666666666666
PLAIN-259,1.0,0.14285714285714285,1.0,0.7227265726449519,0.14285714285714285,0.6,0.4690000933206748,0.14285714285714285,0.3,0.3797536268158244,0.14285714285714285,0.03,0.21428571428571427,1.0
PLAIN-270,0.46927872602275644,0.019230769230769232,0.3333333333333333,0.3391602052736161,0.019230769230769232,0.2,0.3570764765963919,0.057692307692307696,0.3,0.19130402781953257,0.15384615384615385,0.08,0.042978458739328304,1.0
PLAIN-280,0.0,0.0,0.0,0.14606834984270645,0.05,0.2,0.1681522864689108,0.1,0.2,0.3486627462860116,0.45,0.1,0.11571969696969697,0.25
PLAIN-291,1.0,0.23076923076923078,1.0,0.7227265726449519,0.23076923076923078,0.6,0.4690000933206748,0.23076923076923078,0.3,0.4984886395796956,0.46153846153846156,0.06,0.25529447382427767,1.0
PLAIN-307,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.2,0.6364391809889587,0.6666666666666666,0.2,0.7632561978213522,1.0,0.03,0.5277777777777778,1.0
PLAIN-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12193702238475768,0.19047619047619047,0.08,0.01397996502658461,0.03225806451612903
PLAIN-332,0.6131471927654584,0.5,0.3333333333333333,0.6131471927654584,0.5,0.2,0.6131471927654584,0.5,0.1,0.6131471927654584,0.5,0.01,0.5,1.0
PLAIN-344,1.0,0.04918032786885246,1.0,0.7227265726449519,0.04918032786885246,0.6,0.5423640154200349,0.06557377049180328,0.4,0.22962628464607918,0.13114754098360656,0.09,0.07297271322292893,1.0
PLAIN-358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-371,0.38685280723454163,0.5,0.3333333333333333,0.38685280723454163,0.5,0.2,0.38685280723454163,0.5,0.1,0.38685280723454163,0.5,0.01,0.25,0.5
PLAIN-383,0.46927872602275644,0.2,0.3333333333333333,0.3391602052736161,0.2,0.2,0.3391602052736161,0.2,0.1,0.3391602052736161,0.2,0.01,0.2,1.0
PLAIN-395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07110377625339116,0.3333333333333333,0.01,0.003472222222222222,0.010416666666666666
PLAIN-407,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.2,0.46927872602275644,0.3333333333333333,0.1,0.46927872602275644,0.3333333333333333,0.01,0.3333333333333333,1.0
PLAIN-418,0.2960819109658652,0.3333333333333333,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.2,0.5988943393645153,1.0,0.3,0.5988943393645153,1.0,0.03,0.37777777777777777,0.5
PLAIN-430,1.0,0.25,1.0,0.8687949224876582,0.25,0.8,0.7380396325465056,0.375,0.5,0.7380396325465056,0.375,0.05,0.6041666666666666,1.0
PLAIN-441,1.0,0.6,1.0,0.8687949224876582,0.6,0.8,0.8687949224876582,0.6,0.4,0.9989215500784653,1.0,0.06,0.8625974025974026,1.0
PLAIN-457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-468,0.7653606369886217,0.1,0.6666666666666666,0.5531464700081437,0.1,0.4,0.3589542101716347,0.1,0.2,0.45402138339308323,0.3,0.04,0.22985658409387222,1.0
PLAIN-478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-488,1.0,0.2,1.0,1.0,0.3333333333333333,1.0,1.0,0.5333333333333333,1.0,0.9573476954303488,0.7333333333333333,0.14,0.9333333333333333,1.0
PLAIN-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14639310615747472,0.14705882352941177,0.07,0.025081304731656335,0.06666666666666667
PLAIN-510,0.0,0.0,0.0,0.14606834984270645,0.16666666666666666,0.2,0.13032376591037062,0.16666666666666666,0.1,0.13032376591037062,0.16666666666666666,0.01,0.041666666666666664,0.25
PLAIN-520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-531,0.46927872602275644,0.003246753246753247,0.3333333333333333,0.3391602052736161,0.003246753246753247,0.2,0.49276192198755814,0.016233766233766232,0.5,0.3965446817864347,0.11038961038961038,0.37,0.057090065346307034,1.0
PLAIN-541,0.23463936301137822,0.16666666666666666,0.3333333333333333,0.16958010263680806,0.16666666666666666,0.2,0.15130120674940672,0.16666666666666666,0.1,0.20577912070111518,0.3333333333333333,0.02,0.06280193236714976,0.3333333333333333
PLAIN-551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
